px1,px2,py1,py2,qx1,qx2,qy1,qy2,ax1,ax2,ay1,ay2
0,0,-5,0.45455,0,0,0.72169,0.41667,-1.4715,0.070983,1.4715,-0.070983
0,0,-5,-2.2727,0,0,0.14434,0.083333,-1.3667,-0.61818,1.3667,0.61817
0,0,-5,-4.0909,0,0,0.28868,0.16667,-1.1536,-0.9587,1.1536,0.9587
0,0,-5,-1.3636,0,0,0.86603,0.5,-1.2249,-0.49641,1.2249,0.49641
0,0,-5,-3.1818,0,0,0.28868,0.16667,-1.2643,-0.80721,1.2643,0.80721
0,0,-5,1.3636,0,0,1.1547,0.66667,-1.433,0.4431,1.433,-0.4431
0,0,-5,-0.45455,0,0,1.299,0.75,-1.0498,-0.31544,1.0498,0.31544
0,0,-5,0.45455,0,0,0.86603,0.5,-1.4077,0.04886,1.4077,-0.048862
0,0,-5,-4.0909,0,0,0.43301,0.25,-1.1517,-0.961,1.1517,0.961
0,0,-5,-2.2727,0,0,0.28868,0.16667,-1.3672,-0.6171,1.3672,0.61711
0,0,-5,-5,0,0,1.6667,0,-0.8812,-1.1863,0.59826,1.3268
0,0,-5,-1.3636,0,0,1.0104,0.58333,-1.1184,-0.53396,1.1184,0.53396
0,0,-5,-3.1818,0,0,0.43301,0.25,-1.2643,-0.80724,1.2643,0.80724
0,0,-5,0.45455,0,0,1.0104,0.58333,-1.3472,0.036122,1.3472,-0.036122
0,0,-5,-2.2727,0,0,0.43301,0.25,-1.3663,-0.61913,1.3663,0.61913
0,0,-5,-1.3636,0,0,1.1547,0.66667,-1.0206,-0.57,1.0206,0.57
0,0,-5,-4.0909,0,0,0.57735,0.33333,-1.1536,-0.9588,1.1536,0.9588
0,0,-5,-3.1818,0,0,0.57735,0.33333,-1.2652,-0.80579,1.2652,0.80579
0,0,-5,-0.45455,0,0,1.4434,0.83333,-1.002,-0.30772,0.86271,0.22742
0,0,-5,0.45455,0,0,1.1547,0.66667,-1.2874,0.03299,1.2874,-0.032989
0,0,-5,1.3636,0,0,1.299,0.75,-1.4084,0.4683,1.361,-0.49588
0,0,-5,-2.2727,0,0,0.57735,0.33333,-1.3621,-0.62816,1.3621,0.62816
0,0,-5,-4.0909,0,0,0.72169,0.41667,-1.1577,-0.95376,1.1577,0.95376
0,0,-5,-1.3636,0,0,1.299,0.75,-0.92886,-0.59844,0.92886,0.59844
0,0,-5,-3.1818,0,0,0.72169,0.41667,-1.2682,-0.80103,1.2682,0.80103
0,0,-5,-2.2727,0,0,0.72169,0.41667,-1.3493,-0.65527,1.3493,0.65527
0,0,-5,-4.0909,0,0,0.86603,0.5,-1.1687,-0.94026,1.1687,0.94026
0,0,-5,-5,0,0,1.8333,0,-0.8926,-1.1991,0.40025,1.4306
0,0,-5,-3.1818,0,0,0.86603,0.5,-1.2766,-0.78753,1.2766,0.78753
0,0,-5,-4.0909,0,0,1.0104,0.58333,-1.1922,-0.91036,1.1922,0.91036
0,0,-5,-1.3636,0,0,1.4434,0.83333,-0.84198,-0.58253,0.73266,0.51041
0,0,-5,-2.2727,0,0,0.86603,0.5,-1.2769,-0.69311,1.2769,0.69311
0,0,-5,-3.1818,0,0,1.0104,0.58333,-1.3035,-0.74225,1.3035,0.74225
0,0,-5,0.45455,0,0,1.299,0.75,-1.2276,0.03971,1.213,-0.046684
0,0,-5,-2.2727,0,0,1.0104,0.58333,-1.1402,-0.71432,1.1402,0.71432
0,0,-5,-0.45455,0,0,1.5877,0.91667,-0.97936,-0.3009,0.58242,0.079127
0,0,-5,-4.0909,0,0,1.1547,0.66667,-1.1996,-0.89488,1.1882,0.9073
0,0,-5,-1.3636,0,0,1.5877,0.91667,-0.83844,-0.59235,0.44244,0.34121
0,0,-5,1.3636,0,0,1.4434,0.83333,-1.3653,0.49438,1.1654,-0.57963
0,0,-5,-3.1818,0,0,1.1547,0.66667,-1.3772,-0.59417,1.3772,0.59417
0,0,-5,-2.2727,0,0,1.1547,0.66667,-1.009,-0.7634,1.009,0.7634
0,0,-5,-2.2727,0,0,1.299,0.75,-0.88985,-0.81862,0.88985,0.81862
0,0,-5,-5,0,0,2,0,-0.89771,-1.2004,-0.11441,1.4863
0,0,-5,-3.1818,0,0,1.299,0.75,-1.231,-0.51011,1.1976,0.49025
0,0,-5,1.3636,0,0,1.5877,0.91667,-1.3555,0.51884,0.90553,-0.69296
0,0,-5,-1.3636,0,0,1.7321,1,-0.82499,-0.58979,-0.036526,0.06326
0,0,-5,0.45455,0,0,1.4434,0.83333,-1.2016,0.05589,1.0176,-0.13884
0,0,-5,-0.45455,0,0,1.7321,1,-0.9763,-0.29782,0.10404,-0.18241
0,0,-5,-2.2727,0,0,1.4434,0.83333,-0.83004,-0.8206,0.68938,0.71987
0,0,-5,-1.3636,0,0,0.083333,0.14434,-1.4522,-0.37566,1.4522,0.37566
0,0,-5,-5,0,0,0.14434,0.083333,-1.0534,-1.0678,1.0534,1.0678
0,0,-5,-3.1818,0,0,1.4434,0.83333,-1.2099,-0.48421,0.97249,0.35486
0,0,-5,-0.45455,0,0,0.083333,0.14434,-1.4957,-0.11369,1.4957,0.11369
0,0,-5,-4.0909,0,0,1.299,0.75,-1.2126,-0.8816,1.1696,0.91132
0,0,-5,-1.3636,0,0,0.16667,0.28868,-1.4551,-0.36415,1.4551,0.36415
0,0,-5,1.3636,0,0,1.7321,1,-1.3516,0.53602,0.46547,-0.88815
0,0,-5,-0.45455,0,0,0.16667,0.28868,-1.4968,-0.098573,1.4968,0.098573
0,0,-5,-2.2727,0,0,1.5877,0.91667,-0.79387,-0.80435,0.34513,0.50294
0,0,-5,-5,0,0,0.28868,0.16667,-1.0467,-1.0744,1.0467,1.0744
0,0,-5,-1.3636,0,0,0.25,0.43301,-1.4558,-0.36158,1.4558,0.36158
0,0,-5,0.45455,0,0,1.5877,0.91667,-1.1776,0.071247,0.74916,-0.26589
0,0,-5,1.3636,0,0,0.083333,0.14434,-1.4389,0.42378,1.4389,-0.42378
0,0,-5,-0.45455,0,0,0.25,0.43301,-1.4974,-0.089107,1.4974,0.089108
0,0,-5,-5,0,0,0.43301,0.25,-1.0405,-1.0804,1.0405,1.0804
0,0,-5,-4.0909,0,0,1.4434,0.83333,-1.1932,-0.87482,0.84607,0.70762
0,0,-5,-1.3636,0,0,0.33333,0.57735,-1.4546,-0.36644,1.4546,0.36644
0,0,-5,1.3636,0,0,0.16667,0.28868,-1.4303,0.45196,1.4303,-0.45196
0,0,-5,-3.1818,0,0,1.5877,0.91667,-1.1975,-0.47019,0.56588,0.12646
0,0,-5,-0.45455,0,0,0.33333,0.57735,-1.4978,-0.081089,1.4978,0.081088
0,0,-5,-1.3636,0,0,0.41667,0.72169,-1.4528,-0.37336,1.4528,0.37336
0,0,-5,1.3636,0,0,0.25,0.43301,-1.4206,0.48143,1.4206,-0.48143
0,0,-5,-5,0,0,0.57735,0.33333,-1.0359,-1.0849,1.0359,1.0849
0,0,-5,-0.45455,0,0,0.41667,0.72169,-1.4984,-0.069065,1.4984,0.069065
0,0,-5,1.3636,0,0,0.33333,0.57735,-1.4091,0.51413,1.4091,-0.51413
0,0,-5,0.45455,0,0,1.7321,1,-1.1732,0.080672,0.27953,-0.50059
0,0,-5,-4.0909,0,0,1.5877,0.91667,-1.195,-0.87117,0.39339,0.42533
0,0,-5,-1.3636,0,0,0.5,0.86603,-1.4522,-0.37581,1.4522,0.37581
0,0,-5,-2.2727,0,0,1.7321,1,-0.78166,-0.80518,-0.12734,0.21739
0,0,-5,-0.45455,0,0,0.5,0.86603,-1.4992,-0.048951,1.4992,0.04895
0,0,-5,1.3636,0,0,0.41667,0.72169,-1.3951,0.55113,1.3951,-0.55113
0,0,-5,-3.1818,0,0,1.7321,1,-1.2954,-0.45185,0.10158,-0.17805
0,0,-5,-1.3636,0,0,0.58333,1.0104,-1.4538,-0.36953,1.4538,0.36953
0,0,-5,-2.2727,0,0,0.083333,0.14434,-1.3727,-0.60482,1.3727,0.60482
0,0,-5,0.45455,0,0,0.083333,0.14434,-1.4913,0.16162,1.4913,-0.16162
0,0,-5,-3.1818,0,0,0.083333,0.14434,-1.2741,-0.79165,1.2741,0.79165
0,0,-5,1.3636,0,0,0.5,0.86603,-1.378,0.59261,1.378,-0.59261
0,0,-5,-1.3636,0,0,0.66667,1.1547,-1.4579,-0.35293,1.4579,0.35293
0,0,-5,-4.0909,0,0,1.7321,1,-1.2219,-0.86855,-0.079271,0.13611
0,0,-5,-2.2727,0,0,0.16667,0.28868,-1.3772,-0.59435,1.3772,0.59435
0,0,-5,-0.45455,0,0,0.58333,1.0104,-1.4999,-0.018941,1.4999,0.018942
0,0,-5,0.45455,0,0,0.16667,0.28868,-1.4887,0.18358,1.4887,-0.18358
0,0,-5,-5,0,0,0.72169,0.41667,-1.0329,-1.0863,1.0306,1.0884
0,0,-5,1.3636,0,0,0.58333,1.0104,-1.3575,0.63809,1.3575,-0.63809
0,0,-5,-2.2727,0,0,0.25,0.43301,-1.3783,-0.59191,1.3783,0.59191
0,0,-5,-3.1818,0,0,0.16667,0.28868,-1.2792,-0.78342,1.2792,0.78342
0,0,-5,-4.0909,0,0,0.083333,0.14434,-1.1695,-0.93929,1.1695,0.93929
0,0,-5,0.45455,0,0,0.25,0.43301,-1.486,0.2045,1.486,-0.20449
0,0,-5,-0.45455,0,0,0.66667,1.1547,-1.4998,0.021298,1.4998,-0.021296
0,0,-5,1.3636,0,0,0.66667,1.1547,-1.3336,0.68671,1.3336,-0.68671
0,0,-5,-2.2727,0,0,0.33333,0.57735,-1.375,-0.59938,1.375,0.59938
0,0,-5,-4.0909,0,0,0.16667,0.28868,-1.1769,-0.93003,1.1769,0.93003
0,0,-5,0.45455,0,0,0.33333,0.57735,-1.4826,0.22808,1.4826,-0.22808
0,0,-5,-3.1818,0,0,0.25,0.43301,-1.2818,-0.77913,1.2818,0.77913
0,0,-5,-1.3636,0,0,0.75,1.299,-1.4444,-0.31946,1.4128,0.26887
0,0,-5,-5,0,0,0.86603,0.5,-1.0329,-1.0861,1.0191,1.0988
0,0,-5,-0.45455,0,0,0.75,1.299,-1.4983,0.070929,1.4983,-0.070929
0,0,-5,1.3636,0,0,0.75,1.299,-1.3062,0.7375,1.3062,-0.7375
0,0,-5,-2.2727,0,0,0.41667,0.72169,-1.3679,-0.61543,1.3679,0.61543
0,0,-5,-3.1818,0,0,0.33333,0.57735,-1.2799,-0.78221,1.2799,0.7822
0,0,-5,0.45455,0,0,0.41667,0.72169,-1.4777,0.25743,1.4777,-0.25743
0,0,-5,-4.0909,0,0,0.25,0.43301,-1.1817,-0.92389,1.1817,0.92389
0,0,-5,1.3636,0,0,0.83333,1.4434,-1.2754,0.78948,1.2754,-0.78947
0,0,-5,0.45455,0,0,0.5,0.86603,-1.4709,0.2941,1.4709,-0.2941
0,0,-5,-2.2727,0,0,0.5,0.86603,-1.3592,-0.63441,1.3592,0.63441
0,0,-5,-3.1818,0,0,0.41667,0.72169,-1.272,-0.79501,1.272,0.79502
0,0,-5,-1.3636,0,0,0.83333,1.4434,-1.3498,-0.25877,1.2581,0.094634
0,0,-5,-4.0909,0,0,0.33333,0.57735,-1.181,-0.92477,1.181,0.92477
0,0,-5,-5,0,0,1.0104,0.58333,-1.0336,-1.0852,1.0067,1.1096
0,0,-5,0.45455,0,0,0.58333,1.0104,-1.4614,0.33828,1.4614,-0.33828
0,0,-5,-2.2727,0,0,0.58333,1.0104,-1.352,-0.64964,1.352,0.64964
0,0,-5,-3.1818,0,0,0.5,0.86603,-1.258,-0.81699,1.258,0.81699
0,0,-5,-4.0909,0,0,0.41667,0.72169,-1.175,-0.93238,1.175,0.93238
0,0,-5,-0.45455,0,0,0.83333,1.4434,-1.4601,0.12038,1.4252,-0.20276
0,0,-5,1.3636,0,0,0.91667,1.5877,-1.2431,0.83844,1.2337,-0.85216
0,0,-5,0.45455,0,0,0.66667,1.1547,-1.4486,0.3893,1.4486,-0.3893
0,0,-5,-3.1818,0,0,0.58333,1.0104,-1.2406,-0.84311,1.2406,0.84311
0,0,-5,-5,0,0,1.1547,0.66667,-1.0356,-1.0831,0.97693,1.1347
0,0,-5,-4.0909,0,0,0.5,0.86603,-1.1639,-0.9462,1.1639,0.9462
0,0,-5,-1.3636,0,0,0.91667,1.5877,-1.4175,-0.2531,1.1172,-0.13434
0,0,-5,0.45455,0,0,0.75,1.299,-1.4321,0.44606,1.4321,-0.44606
0,0,-5,-2.2727,0,0,0.66667,1.1547,-1.337,-0.65108,1.3378,0.64845
0,0,-5,-4.0909,0,0,0.58333,1.0104,-1.1451,-0.95057,1.1503,0.94292
0,0,-5,-3.1818,0,0,0.66667,1.1547,-1.2327,-0.85461,1.2527,0.82507
0,0,-5,1.3636,0,0,1,1.7321,-1.2157,0.87495,1.1582,-0.94952
0,0,-5,0.45455,0,0,0.83333,1.4434,-1.4107,0.50647,1.4082,-0.51344
0,0,-5,-5,0,0,1.299,0.75,-1.0408,-1.0798,0.9378,1.1693
0,0,-5,1.3636,0,0,0,0.16667,-1.4382,0.42622,1.4382,-0.42622
0,0,-5,-1.3636,0,0,1,1.7321,-1.4219,-0.23677,0.83476,-0.52511
0,0,-5,-4.0909,0,0,0.66667,1.1547,-1.1483,-0.96512,1.1831,0.92213
0,0,-5,-1.3636,0,0,0,0.16667,-1.4548,-0.36554,1.4548,0.36554
0,0,-5,1.3636,0,0,0,0.33333,-1.4275,0.46084,1.4275,-0.46084
0,0,-5,-0.45455,0,0,0.91667,1.5877,-1.459,0.15556,1.303,-0.3967
0,0,-5,0.45455,0,0,0.91667,1.5877,-1.389,0.55165,1.3464,-0.64615
0,0,-5,-3.1818,0,0,0.75,1.299,-1.2086,-0.84028,1.2081,0.69941
